Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
Oosterhout;Dyonne Habers;06-88074432;DyonneHabers@superrito.com;Commandeurstraat 179;Oosterhout;zondag 28 januari 2018;Bezorgen;zondag 28 januari 2018;20:48;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Breda Kesterenlaan;Marjan Rijpma;06-93233135;MarjanRijpma@superrito.com;Spadestraat 43;Breda;maandag 16 oktober 2017;Bezorgen;maandag 16 oktober 2017;19:03;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 21,90;;€ 0,00;€ 21,90

Amsterdam Aalsmeerweg;Edin Bulten;06-92014939;EdinBulten@jourrapide.com;Jacob van Lennepstraat 44;Amsterdam;vrijdag 5 juli 2019;Bezorgen;vrijdag 5 juli 2019;16:50;Hawaii;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 57,75;;€ 0,00;€ 57,75
;;;;;;;;;;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Amsterdam Aalsmeerweg;Prosper van der Ziel;06-52986751;ProspervanderZiel@superrito.com;Hildebrandstraat 94;Amsterdam;woensdag 10 januari 2018;Afhalen;woensdag 10 januari 2018;19:14;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;€ 29,85;;€ 0,00;€ 29,85
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;;;;

Heerhugowaard;Wierd Mertens;06-16599571;WierdMertens@superrito.com;Marga Klompeland 114;Heerhugowaard;woensdag 28 juni 2017;Bezorgen;woensdag 28 juni 2017;19:26;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 12,95;€ 39,80;;€ 0,00;€ 39,80
;;;;;;;;;;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Tonno;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;;;;

Dongen;Aslan van Ruler;06-48527305;AslanvanRuler@einrot.com;Prinses Irenestraat 155;Dongen;donderdag 6 december 2018;Bezorgen;donderdag 6 december 2018;18:01;Veggi;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 39,80;;€ 0,00;€ 39,80
;;;;;;;;;;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;;;;

Middelburg;Darko van Baarsen;06-26572155;DarkovanBaarsen@armyspy.com;Pinksterbloemlaan 152;Arnemuiden;woensdag 22 november 2017;Bezorgen;woensdag 22 november 2017;19:05;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 47,75;;€ 0,00;€ 47,75
;;;;;;;;;;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Amsterdam Bos en Lommerweg;Raimon Bijma;06-87208072;RaimonBijma@rhyta.com;Kruithuisstraat 89;Amsterdam;maandag 10 juli 2017;Afhalen;maandag 10 juli 2017;17:49;Funghi;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 5,95;;€ 0,00;€ 5,95

Voorburg;Rino Klasen;06-66596026;RinoKlasen@dayrep.com;Jephtastraat 122;Amsterdam;maandag 27 februari 2017;Bezorgen;maandag 27 februari 2017;20:55;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Amersfoort;Egidius Ahmad;06-63568257;EgidiusAhmad@jourrapide.com;Rietvelderf 143;Amersfoort;woensdag 25 december 2019;Bezorgen;woensdag 25 december 2019;17:19;Caprese;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;€ 36,80;;€ 0,00;€ 36,80
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;2;Knoflooksaus Swirl, Ham;€ 1,50;€ 26,90;;;;

Etten Leur;Natalya Nieuwenhuizen;06-60352306;NatalyaNieuwenhuizen@jourrapide.com;Malbodestraat 182;Etten-Leur;maandag 17 september 2018;Afhalen;maandag 17 september 2018;17:20;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 34,80;25% korting op je bestelling;€ 8,70;€ 26,10
;;;;;;;;;;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Berkel en Rodenrijs;Kommer Keulemans;06-62866962;KommerKeulemans@fleckens.hu;Orionstraat 93;Berkel en Rodenrijs;zaterdag 16 juni 2018;Bezorgen;zaterdag 16 juni 2018;19:31;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 9,95;€ 35,85;;€ 0,00;€ 35,85
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;;;;

Venlo;Hüseyin Mientjes;06-50901718;HuseyinMientjes@cuvox.de;Molièrelaan 35;Venlo;vrijdag 4 augustus 2017;Bezorgen;vrijdag 4 augustus 2017;17:39;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 6,95;25% korting op je bestelling;€ 1,74;€ 5,21

Oud Beijerland;Barend van Haasteren;06-49052864;BarendvanHaasteren@gustr.com;Graaf van Egmondstraat 109;Oud-Beijerland;woensdag 22 maart 2017;Bezorgen;woensdag 22 maart 2017;16:23;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 21,90;€ 21,90;;€ 0,00;€ 21,90

Enschede;Jolyn Vuik;06-55136572;JolynVuik@teleworm.us;Boekweitstraat 12;Enschede;donderdag 25 april 2019;Afhalen;donderdag 25 april 2019;18:02;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 13,95;€ 67,70;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 65,70
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;

Leeuwarden;Shi Eggermont;06-68718418;ShiEggermont@teleworm.us;Heggewinde 31;Leeuwarden;maandag 9 oktober 2017;Bezorgen;maandag 9 oktober 2017;20:00;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 77,60;3e pizza gratis bij bezorgen;€ 4,95;€ 72,65
;;;;;;;;;;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Funghi;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;;;;
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;;;;

Alphen aan den Rijn;Alexandre Slots;06-94916244;AlexandreSlots@armyspy.com;Eksterstraat 37;Alphen aan den Rijn;dinsdag 18 april 2017;Bezorgen;dinsdag 18 april 2017;16:17;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;4;;€ 0,00;€ 19,80;€ 42,65;;€ 0,00;€ 42,65
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Middelburg;Liesanne Stern;06-73832084;LiesanneStern@teleworm.us;Seissingel 144;Middelburg;donderdag 26 januari 2017;Bezorgen;donderdag 26 januari 2017;19:21;Americana;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 63,65;;€ 0,00;€ 63,65
;;;;;;;;;;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 35,80;;;;
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;

Groningen Paterswoldseweg;Coert Evers;06-42088400;CoertEvers@rhyta.com;Sabotagelaan 130;Groningen;dinsdag 17 januari 2017;Bezorgen;dinsdag 17 januari 2017;19:32;Caprese;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;€ 11,90;2e pizza gratis bij afhalen;€ 0,00;€ 11,90

Naaldwijk;Hinderikus Hulsker;06-10516584;HinderikusHulsker@jourrapide.com;Chrysantenstraat 9;Naaldwijk;maandag 3 juli 2017;Afhalen;maandag 3 juli 2017;17:45;Deluxe;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 35,85;;€ 0,00;€ 35,85
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 13,95;;;;

Woerden;Rikst Blankers;06-50445727;RikstBlankers@dayrep.com;De Kuinder 118;Woerden;dinsdag 11 juli 2017;Bezorgen;dinsdag 11 juli 2017;18:52;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 9,95;€ 9,95;2e pizza gratis bij afhalen;€ 0,00;€ 9,95

Nijmegen;Stefania Kregting;06-83482696;StefaniaKregting@jourrapide.com;Valkenaerhof 142;Nijmegen;zaterdag 6 mei 2017;Afhalen;zaterdag 6 mei 2017;18:09;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;€ 39,75;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 37,75
;;;;;;;;;;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;;;;

Hoogezand;Teije Verschuur;06-49650029;TeijeVerschuur@teleworm.us;Aan Hiemstenrade 65;Sittard;zondag 28 april 2019;Bezorgen;zondag 28 april 2019;19:00;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;Knoflooksaus Swirl, Gehakt;€ 1,50;€ 10,45;€ 17,40;3e pizza gratis bij bezorgen;€ 0,00;€ 17,40
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Noordwijk;Lizet Ruesink;06-20329598;LizetRuesink@dayrep.com;Hyacinthstraat 134;Noordwijk;dinsdag 3 juli 2018;Bezorgen;dinsdag 3 juli 2018;18:28;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 34,75;3e pizza gratis bij bezorgen;€ 0,00;€ 34,75
;;;;;;;;;;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 27,80;;;;

Landgraaf;Cleo Dirkx;06-92389600;CleoDirkx@superrito.com;Achterstraat 42;Landgraaf;zaterdag 13 oktober 2018;Bezorgen;zaterdag 13 oktober 2018;17:51;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;€ 24,90;;€ 0,00;€ 24,90
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 10,95;;;;

Goes;Jeronimus Ottema;06-74025558;JeronimusOttema@cuvox.de;Prins Bernhardstraat 55;Wolphaartsdijk;zondag 24 juni 2018;Afhalen;zondag 24 juni 2018;18:29;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;€ 19,90;;€ 0,00;€ 19,90

Valkenswaard;Gioya Wibier;06-76944101;GioyaWibier@fleckens.hu;Vogelkersstraat 93;Valkenswaard;zondag 11 maart 2018;Afhalen;zondag 11 maart 2018;17:01;Veggi;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 13,90;2e pizza gratis bij afhalen;€ 0,00;€ 13,90

Assen;Henriëtte Kooren;06-88509148;HenrietteKooren@dayrep.com;Groene Dijk Noordzijde 166;Assen;zondag 2 juli 2017;Afhalen;zondag 2 juli 2017;18:14;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 27,90;€ 51,75;2e pizza gratis bij afhalen;€ 8,95;€ 42,80
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;;;;

Rijswijk;Lyndsey Siebenga;06-32922073;LyndseySiebenga@teleworm.us;Huis te Landelaan 198;Rijswijk;donderdag 16 november 2017;Bezorgen;donderdag 16 november 2017;16:25;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 25,90;€ 45,80;;€ 0,00;€ 45,80
;;;;;;;;;;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 19,90;;;;

Scheveningen;Maarten den Toom;06-84633342;MaartendenToom@gustr.com;Albert Verweystraat 173;Rotterdam;dinsdag 20 februari 2018;Bezorgen;dinsdag 20 februari 2018;18:43;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;€ 50,70;;€ 0,00;€ 50,70
;;;;;;;;;;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;

Emmen;Julianne van Lierop;06-53268580;JuliannevanLierop@dayrep.com;Laan van de Marel 23;Emmen;maandag 13 maart 2017;Afhalen;maandag 13 maart 2017;17:47;Deluxe;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 29,85;;€ 0,00;€ 29,85
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Gouda;Annabella Pasma;06-68302461;AnnabellaPasma@cuvox.de;Nieuwehaven 142;Gouda;woensdag 30 januari 2019;Afhalen;woensdag 30 januari 2019;17:37;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;€ 9,95;25% korting op je bestelling;€ 2,49;€ 7,46

Zwolle;Rémy Breugelmans;06-16067498;RemyBreugelmans@jourrapide.com;Roelingsbeek 138;Zwolle;vrijdag 7 juli 2017;Afhalen;vrijdag 7 juli 2017;17:44;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;2;Beenham, Pepperoni;€ 2,50;€ 14,90;€ 27,85;2e pizza gratis bij afhalen;€ 8,95;€ 18,90
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 12,95;;;;

Arnhem;Lok Knape;06-73342240;LokKnape@einrot.com;Slijpbeekweg 196;Arnhem;vrijdag 18 mei 2018;Afhalen;vrijdag 18 mei 2018;20:04;Tonno;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 10,95;;€ 0,00;€ 10,95

Venlo;Marlieke Biesmans;06-27345645;MarliekeBiesmans@dayrep.com;Bartelsplaats 79;Venlo;vrijdag 24 november 2017;Afhalen;vrijdag 24 november 2017;17:30;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 11,90;€ 29,80;3e pizza gratis bij bezorgen;€ 0,00;€ 29,80
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;;;;

Zaandam;Elisa van Helvoirt;06-16499092;ElisavanHelvoirt@teleworm.us;Taxuslaan 69;Veenendaal;maandag 2 september 2019;Afhalen;maandag 2 september 2019;19:55;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Rotterdam Mariniersweg;Esmiralda Matthijsse;06-87399226;EsmiraldaMatthijsse@superrito.com;Noordmolenstraat 86;Rotterdam;maandag 22 juli 2019;Bezorgen;maandag 22 juli 2019;20:45;Veggi;Large Pizza;Tomatensaus;€ 6,95;2;Knoflooksaus Swirl, Spaanse Pepers, Ananas;€ 2,50;€ 26,90;€ 33,85;;€ 0,00;€ 33,85
;;;;;;;;;;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;;;;

Wassenaar;Ditta Zweekhorst;06-47083611;DittaZweekhorst@gustr.com;Dokter Weederlaan 180;Wassenaar;woensdag 18 juli 2018;Afhalen;woensdag 18 juli 2018;20:41;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 32,85;;€ 0,00;€ 32,85
;;;;;;;;;;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;

Diemen;Zef Schuringa;06-27709897;ZefSchuringa@superrito.com;Leeuwerik 107;Diemen;zaterdag 21 april 2018;Bezorgen;zaterdag 21 april 2018;17:18;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 25,90;€ 25,90;;€ 0,00;€ 25,90

Helmond;Tijs Beunk;06-86938037;TijsBeunk@teleworm.us;Vondellaan 38;Helmond;woensdag 4 januari 2017;Afhalen;woensdag 4 januari 2017;18:10;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 12,95;€ 49,75;;€ 0,00;€ 49,75
;;;;;;;;;;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;Basilicum, Kaasmix, Bacon, Kip;€ 4,00;€ 13,95;;;;
;;;;;;;;;;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;;;;

Gorinchem;Aran Kalshoven;06-71198977;AranKalshoven@superrito.com;Het Hooge Land 86;Dalem;zondag 5 februari 2017;Afhalen;zondag 5 februari 2017;18:58;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 35,80;€ 71,65;2e pizza gratis bij afhalen;€ 6,95;€ 64,70
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Lelystad;Shaya Cillessen;06-57859807;ShayaCillessen@jourrapide.com;Karveel 4;Lelystad;woensdag 10 juli 2019;Bezorgen;woensdag 10 juli 2019;18:09;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;€ 57,70;;€ 0,00;€ 57,70
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 35,80;;;;

Heerenveen;Joel Schellen;06-70840434;JoelSchellen@armyspy.com;Poelen 80;Heerenveen;donderdag 13 september 2018;Bezorgen;donderdag 13 september 2018;20:44;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 17,90;€ 65,60;3e pizza gratis bij bezorgen;€ 6,95;€ 58,65
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Funghi;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;;;;

Arnhem;Abdelouahab Goossen;06-17507771;AbdelouahabGoossen@gustr.com;Bremstraat 186;Arnhem;zondag 1 april 2018;Afhalen;zondag 1 april 2018;20:11;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Groningen Boterdiep;Denny Buddingh;06-27087595;DennyBuddingh@armyspy.com;Jan Hissink Jansenstraat 199;Groningen;woensdag 5 september 2018;Bezorgen;woensdag 5 september 2018;19:52;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 13,90;;€ 0,00;€ 13,90

Meppel;Laurie Kuijt;06-17172820;LaurieKuijt@gustr.com;Hoofdstraat 76;Meppel;zondag 1 juli 2018;Afhalen;zondag 1 juli 2018;17:03;Americana;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 51,75;;€ 0,00;€ 51,75
;;;;;;;;;;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;1;Pepperoni, Chorizo;€ 2,00;€ 11,95;;;;
;;;;;;;;;;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Landgraaf;Dustin Vervoort;06-96535466;DustinVervoort@jourrapide.com;Prinssenstraat 133;Landgraaf;donderdag 26 januari 2017;Afhalen;donderdag 26 januari 2017;16:56;Tonno;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 13,90;;€ 0,00;€ 13,90

Amsterdam Aalsmeerweg;Dascha van Tuinen;06-32274507;DaschavanTuinen@fleckens.hu;Bolestein 40;Amsterdam;dinsdag 5 november 2019;Afhalen;dinsdag 5 november 2019;20:15;Americana;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 54,75;;€ 0,00;€ 54,75
;;;;;;;;;;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 25,90;;;;

Velp;Mackenzie Heesbeen;06-93663765;MackenzieHeesbeen@dayrep.com;Rubensstraat 52;Den Haag;woensdag 7 augustus 2019;Bezorgen;woensdag 7 augustus 2019;18:27;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 8,95;€ 64,65;;€ 0,00;€ 64,65
;;;;;;;;;;Veggi;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 35,80;;;;
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Delft Papsouwselaan;Felien Bathoorn;06-90068681;FelienBathoorn@armyspy.com;Bieslandsekade 38;Delft;woensdag 22 november 2017;Bezorgen;woensdag 22 november 2017;19:08;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 11,90;€ 29,80;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 27,80
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Lelystad;Andrej Nobel;06-40506481;AndrejNobel@fleckens.hu;Breehorn 169;Lelystad;zondag 9 december 2018;Afhalen;zondag 9 december 2018;19:59;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;€ 25,90;;€ 0,00;€ 25,90

Helmond Brandevoort;Isak Boots;06-43373640;IsakBoots@cuvox.de;Jan de Withof 135;Helmond;maandag 14 januari 2019;Afhalen;maandag 14 januari 2019;17:12;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 16,90;;€ 0,00;€ 16,90
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Uden;Gepke Bouwknegt;06-52751322;GepkeBouwknegt@superrito.com;Vaarzenhof 179;Uden;zaterdag 7 december 2019;Bezorgen;zaterdag 7 december 2019;18:01;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 47,80;€ 73,65;;€ 0,00;€ 73,65
;;;;;;;;;;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;

Zwolle Bachplein;Fahri Sollie;06-26947655;FahriSollie@armyspy.com;Palestrinalaan 161;Zwolle;donderdag 27 juli 2017;Afhalen;donderdag 27 juli 2017;18:20;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 26,85;;€ 0,00;€ 26,85
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

